"activity" "subjectId" "variable" "value"
"walking downstairs" 10 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.556271725483333
"walking downstairs" 10 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.77916817122449
"walking downstairs" 10 "meanFrequencyBodyAccelerationMagnitudeMean" -0.518734046961905
"walking downstairs" 10 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.633196110969728
"walking downstairs" 10 "meanFrequencyBodyAccelerationMean-X" -0.532289464513605
"walking downstairs" 10 "meanFrequencyBodyAccelerationMean-Y" -0.494651474235034
"walking downstairs" 10 "meanFrequencyBodyAccelerationMean-Z" -0.655062273211565
"walking downstairs" 10 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.541170169070068
"walking downstairs" 10 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.532135172812313
"walking downstairs" 10 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.625871772082993
"walking downstairs" 10 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.515140810846939
"walking downstairs" 10 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.553027359614864
"walking downstairs" 10 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.767780095068027
"walking downstairs" 10 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.787144257176871
"walking downstairs" 10 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.661496552826531
"walking downstairs" 10 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.666014612598639
"walking downstairs" 10 "meanFrequencyBodyGyroscopeMean-X" -0.620379208870442
"walking downstairs" 10 "meanFrequencyBodyGyroscopeMean-Y" -0.64835059542517
"walking downstairs" 10 "meanFrequencyBodyGyroscopeMean-Z" -0.567456661721769
"walking downstairs" 10 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.692654261914966
"walking downstairs" 10 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.565943677806122
"walking downstairs" 10 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.645947720476871
"walking downstairs" 10 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.57776193128833
"walking downstairs" 10 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.529340480130272
"walking downstairs" 10 "meanTimeBodyAccelerationJerkMean-X" 0.0798108613061224
"walking downstairs" 10 "meanTimeBodyAccelerationJerkMean-Y" 0.0129143257457823
"walking downstairs" 10 "meanTimeBodyAccelerationJerkMean-Z" -0.0113556967940476
"walking downstairs" 10 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.52938321427551
"walking downstairs" 10 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.540236619204728
"walking downstairs" 10 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.750729260772109
"walking downstairs" 10 "meanTimeBodyAccelerationMagnitudeMean" -0.502500207000204
"walking downstairs" 10 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.545348810631551
"walking downstairs" 10 "meanTimeBodyAccelerationMean-X" 0.27684847392517
"walking downstairs" 10 "meanTimeBodyAccelerationMean-Y" -0.017835790552415
"walking downstairs" 10 "meanTimeBodyAccelerationMean-Z" -0.111301532185714
"walking downstairs" 10 "meanTimeBodyAccelerationStandardDeviation-X" -0.537807711163265
"walking downstairs" 10 "meanTimeBodyAccelerationStandardDeviation-Y" -0.497405885644898
"walking downstairs" 10 "meanTimeBodyAccelerationStandardDeviation-Z" -0.614776952226361
"walking downstairs" 10 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.734465805340136
"walking downstairs" 10 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.768821828979592
"walking downstairs" 10 "meanTimeBodyGyroscopeJerkMean-X" -0.108150829882313
"walking downstairs" 10 "meanTimeBodyGyroscopeJerkMean-Y" -0.0424219983671769
"walking downstairs" 10 "meanTimeBodyGyroscopeJerkMean-Z" -0.0555521277515646
"walking downstairs" 10 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.703243499727891
"walking downstairs" 10 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.768641779047619
"walking downstairs" 10 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.686800252738095
"walking downstairs" 10 "meanTimeBodyGyroscopeMagnitudeMean" -0.521819802352381
"walking downstairs" 10 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.624408369413333
"walking downstairs" 10 "meanTimeBodyGyroscopeMean-X" -0.0185023695936054
"walking downstairs" 10 "meanTimeBodyGyroscopeMean-Y" -0.0846403674590918
"walking downstairs" 10 "meanTimeBodyGyroscopeMean-Z" 0.0910265011879252
"walking downstairs" 10 "meanTimeBodyGyroscopeStandardDeviation-X" -0.67390558227449
"walking downstairs" 10 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.591333155194558
"walking downstairs" 10 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.598142328621088
"walking downstairs" 10 "meanTimeGravityAccelerationMagnitudeMean" -0.502500207000204
"walking downstairs" 10 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.545348810631551
"walking downstairs" 10 "meanTimeGravityAccelerationMean-X" 0.642905730306122
"walking downstairs" 10 "meanTimeGravityAccelerationMean-Y" -0.0740248544557823
"walking downstairs" 10 "meanTimeGravityAccelerationMean-Z" 0.0552047227876769
"walking downstairs" 10 "meanTimeGravityAccelerationStandardDeviation-X" -0.965808126428571
"walking downstairs" 10 "meanTimeGravityAccelerationStandardDeviation-Y" -0.95452407255102
"walking downstairs" 10 "meanTimeGravityAccelerationStandardDeviation-Z" -0.938706428064626
"walking downstairs" 12 "meanFrequencyBodyAccelerationJerkMean-X" -0.684606744475198
"walking downstairs" 12 "meanFrequencyBodyAccelerationJerkMean-Y" -0.698571516796584
"walking downstairs" 12 "meanFrequencyBodyAccelerationJerkMean-Z" -0.775572509653465
"walking downstairs" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.69693815789604
"walking downstairs" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.695947092235149
"walking downstairs" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.811112738960396
"walking downstairs" 12 "meanFrequencyBodyAccelerationMagnitudeMean" -0.643295619980198
"walking downstairs" 12 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.702471954927723
"walking downstairs" 12 "meanFrequencyBodyAccelerationMean-X" -0.663817303221287
"walking downstairs" 12 "meanFrequencyBodyAccelerationMean-Y" -0.639850919291089
"walking downstairs" 12 "meanFrequencyBodyAccelerationMean-Z" -0.725252300544554
"walking downstairs" 12 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.66636569620297
"walking downstairs" 12 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.649994221693564
"walking downstairs" 12 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.714767513465347
"walking downstairs" 12 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.664099816515842
"walking downstairs" 12 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.662923271717822
"walking downstairs" 12 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.83117518480198
"walking downstairs" 12 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.840181710346535
"walking downstairs" 12 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.760770778168317
"walking downstairs" 12 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.742878311054455
"walking downstairs" 12 "meanFrequencyBodyGyroscopeMean-X" -0.722727699257426
"walking downstairs" 12 "meanFrequencyBodyGyroscopeMean-Y" -0.785581012128713
"walking downstairs" 12 "meanFrequencyBodyGyroscopeMean-Z" -0.687933816079208
"walking downstairs" 12 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.781377035445545
"walking downstairs" 12 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.79134097529703
"walking downstairs" 12 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.699568639950495
"walking downstairs" 12 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.707386234311881
"walking downstairs" 12 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.662760214650495
"walking downstairs" 12 "meanTimeBodyAccelerationJerkMean-X" 0.0797018960059406
"walking downstairs" 12 "meanTimeBodyAccelerationJerkMean-Y" 0.00232502503732673
"walking downstairs" 12 "meanTimeBodyAccelerationJerkMean-Z" -0.0098753579880198
"walking downstairs" 12 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.676215964257426
"walking downstairs" 12 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.686882676686337
"walking downstairs" 12 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.79397541960396
"walking downstairs" 12 "meanTimeBodyAccelerationMagnitudeMean" -0.63774231895495
"walking downstairs" 12 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.645505843910396
"walking downstairs" 12 "meanTimeBodyAccelerationMean-X" 0.272694371584158
"walking downstairs" 12 "meanTimeBodyAccelerationMean-Y" -0.0181581049852301
"walking downstairs" 12 "meanTimeBodyAccelerationMean-Z" -0.106023060985149
"walking downstairs" 12 "meanTimeBodyAccelerationStandardDeviation-X" -0.665151911207921
"walking downstairs" 12 "meanTimeBodyAccelerationStandardDeviation-Y" -0.630063974084158
"walking downstairs" 12 "meanTimeBodyAccelerationStandardDeviation-Z" -0.702356191321782
"walking downstairs" 12 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.820481950841584
"walking downstairs" 12 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.82976500049505
"walking downstairs" 12 "meanTimeBodyGyroscopeJerkMean-X" -0.075396617279703
"walking downstairs" 12 "meanTimeBodyGyroscopeJerkMean-Y" -0.0418720001816832
"walking downstairs" 12 "meanTimeBodyGyroscopeJerkMean-Z" -0.0610953549569307
"walking downstairs" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.785781695990099
"walking downstairs" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.841160568910891
"walking downstairs" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.790683052970297
"walking downstairs" 12 "meanTimeBodyGyroscopeMagnitudeMean" -0.67658561339604
"walking downstairs" 12 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.719424748168317
"walking downstairs" 12 "meanTimeBodyGyroscopeMean-X" -0.0554080556989604
"walking downstairs" 12 "meanTimeBodyGyroscopeMean-Y" -0.0716054572717822
"walking downstairs" 12 "meanTimeBodyGyroscopeMean-Z" 0.0993969300158416
"walking downstairs" 12 "meanTimeBodyGyroscopeStandardDeviation-X" -0.766013249093564
"walking downstairs" 12 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.787318702772277
"walking downstairs" 12 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.672976980851485
"walking downstairs" 12 "meanTimeGravityAccelerationMagnitudeMean" -0.63774231895495
"walking downstairs" 12 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.645505843910396
"walking downstairs" 12 "meanTimeGravityAccelerationMean-X" 0.764929637386139
"walking downstairs" 12 "meanTimeGravityAccelerationMean-Y" -0.0364733361668317
"walking downstairs" 12 "meanTimeGravityAccelerationMean-Z" 0.0872210977150495
"walking downstairs" 12 "meanTimeGravityAccelerationStandardDeviation-X" -0.964978660990099
"walking downstairs" 12 "meanTimeGravityAccelerationStandardDeviation-Y" -0.95814205539604
"walking downstairs" 12 "meanTimeGravityAccelerationStandardDeviation-Z" -0.940183299009901
"walking downstairs" 30 "meanFrequencyBodyAccelerationJerkMean-X" -0.407603166666667
"walking downstairs" 30 "meanFrequencyBodyAccelerationJerkMean-Y" -0.436329856666667
"walking downstairs" 30 "meanFrequencyBodyAccelerationJerkMean-Z" -0.658904583333333
"walking downstairs" 30 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.350325513333333
"walking downstairs" 30 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.43872576
"walking downstairs" 30 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.688316613333333
"walking downstairs" 30 "meanFrequencyBodyAccelerationMagnitudeMean" -0.295162293333333
"walking downstairs" 30 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.265832326666667
"walking downstairs" 30 "meanFrequencyBodyAccelerationMean-X" -0.337132596666667
"walking downstairs" 30 "meanFrequencyBodyAccelerationMean-Y" -0.257798546666667
"walking downstairs" 30 "meanFrequencyBodyAccelerationMean-Z" -0.30462237
"walking downstairs" 30 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.200732506666667
"walking downstairs" 30 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.0831901553333333
"walking downstairs" 30 "meanFrequencyBodyAccelerationStandardDeviation-Z" 0.37928445
"walking downstairs" 30 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.40602726
"walking downstairs" 30 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.330535526666667
"walking downstairs" 30 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.704523456666667
"walking downstairs" 30 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.720304383333333
"walking downstairs" 30 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.365910713333333
"walking downstairs" 30 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.0330311043333333
"walking downstairs" 30 "meanFrequencyBodyGyroscopeMean-X" -0.44780377
"walking downstairs" 30 "meanFrequencyBodyGyroscopeMean-Y" -0.323087153333333
"walking downstairs" 30 "meanFrequencyBodyGyroscopeMean-Z" -0.359031666666667
"walking downstairs" 30 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.46193149
"walking downstairs" 30 "meanFrequencyBodyGyroscopeStandardDeviation-Y" 0.329612503333333
"walking downstairs" 30 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.29717323
"walking downstairs" 30 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.443909376666667
"walking downstairs" 30 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.37002543
"walking downstairs" 30 "meanTimeBodyAccelerationJerkMean-X" 0.0485815196666667
"walking downstairs" 30 "meanTimeBodyAccelerationJerkMean-Y" -0.0498076716666667
"walking downstairs" 30 "meanTimeBodyAccelerationJerkMean-Z" -0.115833134
"walking downstairs" 30 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.351035393333333
"walking downstairs" 30 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.41786926
"walking downstairs" 30 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.674525406666667
"walking downstairs" 30 "meanTimeBodyAccelerationMagnitudeMean" -0.0184902189333333
"walking downstairs" 30 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.191192873333333
"walking downstairs" 30 "meanTimeBodyAccelerationMean-X" 0.304848333333333
"walking downstairs" 30 "meanTimeBodyAccelerationMean-Y" -0.0160922593333333
"walking downstairs" 30 "meanTimeBodyAccelerationMean-Z" -0.135723196
"walking downstairs" 30 "meanTimeBodyAccelerationStandardDeviation-X" -0.235542686666667
"walking downstairs" 30 "meanTimeBodyAccelerationStandardDeviation-Y" -0.100815070333333
"walking downstairs" 30 "meanTimeBodyAccelerationStandardDeviation-Z" 0.24027661
"walking downstairs" 30 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.643512653333333
"walking downstairs" 30 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.7023427
"walking downstairs" 30 "meanTimeBodyGyroscopeJerkMean-X" -0.0161334956666667
"walking downstairs" 30 "meanTimeBodyGyroscopeJerkMean-Y" -0.0113986366666667
"walking downstairs" 30 "meanTimeBodyGyroscopeJerkMean-Z" -0.12266362
"walking downstairs" 30 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.671404026666667
"walking downstairs" 30 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.661595183333333
"walking downstairs" 30 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.603992823333333
"walking downstairs" 30 "meanTimeBodyGyroscopeMagnitudeMean" -0.009581677
"walking downstairs" 30 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.0519516053333333
"walking downstairs" 30 "meanTimeBodyGyroscopeMean-X" -0.220402462333333
"walking downstairs" 30 "meanTimeBodyGyroscopeMean-Y" -0.0714627823333333
"walking downstairs" 30 "meanTimeBodyGyroscopeMean-Z" 0.137899969333333
"walking downstairs" 30 "meanTimeBodyGyroscopeStandardDeviation-X" -0.45290561
"walking downstairs" 30 "meanTimeBodyGyroscopeStandardDeviation-Y" 0.132826163
"walking downstairs" 30 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.259336893333333
"walking downstairs" 30 "meanTimeGravityAccelerationMagnitudeMean" -0.0184902189333333
"walking downstairs" 30 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.191192873333333
"walking downstairs" 30 "meanTimeGravityAccelerationMean-X" 0.920279733333333
"walking downstairs" 30 "meanTimeGravityAccelerationMean-Y" -0.23449061
"walking downstairs" 30 "meanTimeGravityAccelerationMean-Z" -0.0175809412666667
"walking downstairs" 30 "meanTimeGravityAccelerationStandardDeviation-X" -0.968324283333333
"walking downstairs" 30 "meanTimeGravityAccelerationStandardDeviation-Y" -0.97361545
"walking downstairs" 30 "meanTimeGravityAccelerationStandardDeviation-Z" -0.838743846666667
"walking upstairs" 12 "meanFrequencyBodyAccelerationJerkMean-X" -0.452749316084746
"walking upstairs" 12 "meanFrequencyBodyAccelerationJerkMean-Y" -0.407656008120339
"walking upstairs" 12 "meanFrequencyBodyAccelerationJerkMean-Z" -0.775176775169492
"walking upstairs" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.442082308305932
"walking upstairs" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.379258174208898
"walking upstairs" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.804252431016949
"walking upstairs" 12 "meanFrequencyBodyAccelerationMagnitudeMean" -0.415466623332203
"walking upstairs" 12 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.561621315340678
"walking upstairs" 12 "meanFrequencyBodyAccelerationMean-X" -0.433587900260169
"walking upstairs" 12 "meanFrequencyBodyAccelerationMean-Y" -0.323745588960169
"walking upstairs" 12 "meanFrequencyBodyAccelerationMean-Z" -0.729016406186441
"walking upstairs" 12 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.450926731285593
"walking upstairs" 12 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.387166879172881
"walking upstairs" 12 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.701793199322034
"walking upstairs" 12 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.393291349702542
"walking upstairs" 12 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.415307316294068
"walking upstairs" 12 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.719250211762712
"walking upstairs" 12 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.724058991271186
"walking upstairs" 12 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.642915587869492
"walking upstairs" 12 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.679311544288136
"walking upstairs" 12 "meanFrequencyBodyGyroscopeMean-X" -0.555999907609322
"walking upstairs" 12 "meanFrequencyBodyGyroscopeMean-Y" -0.674983413898305
"walking upstairs" 12 "meanFrequencyBodyGyroscopeMean-Z" -0.605048659483051
"walking upstairs" 12 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.697354860144068
"walking upstairs" 12 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.634366754830509
"walking upstairs" 12 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.723065627881356
"walking upstairs" 12 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.497662186977966
"walking upstairs" 12 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.401351316878814
"walking upstairs" 12 "meanTimeBodyAccelerationJerkMean-X" 0.0545586154898305
"walking upstairs" 12 "meanTimeBodyAccelerationJerkMean-Y" 0.0104240426932203
"walking upstairs" 12 "meanTimeBodyAccelerationJerkMean-Z" 0.0177408328090508
"walking upstairs" 12 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.421849329245763
"walking upstairs" 12 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.373600345556017
"walking upstairs" 12 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.790304956271186
"walking upstairs" 12 "meanTimeBodyAccelerationMagnitudeMean" -0.425794459213559
"walking upstairs" 12 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.452639811590678
"walking upstairs" 12 "meanTimeBodyAccelerationMean-X" 0.275173971949153
"walking upstairs" 12 "meanTimeBodyAccelerationMean-Y" -0.0186437983445763
"walking upstairs" 12 "meanTimeBodyAccelerationMean-Z" -0.107720839398305
"walking upstairs" 12 "meanTimeBodyAccelerationStandardDeviation-X" -0.444976442345763
"walking upstairs" 12 "meanTimeBodyAccelerationStandardDeviation-Y" -0.337117667238983
"walking upstairs" 12 "meanTimeBodyAccelerationStandardDeviation-Z" -0.69405067279661
"walking upstairs" 12 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.703363381016949
"walking upstairs" 12 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.712128477966102
"walking upstairs" 12 "meanTimeBodyGyroscopeJerkMean-X" -0.0692049439288136
"walking upstairs" 12 "meanTimeBodyGyroscopeJerkMean-Y" -0.0467718600059322
"walking upstairs" 12 "meanTimeBodyGyroscopeJerkMean-Z" -0.0512327081544915
"walking upstairs" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.579529366516949
"walking upstairs" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.75999997338983
"walking upstairs" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.678598462567797
"walking upstairs" 12 "meanTimeBodyGyroscopeMagnitudeMean" -0.554775296115254
"walking upstairs" 12 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.625684568141017
"walking upstairs" 12 "meanTimeBodyGyroscopeMean-X" -0.0756339311016949
"walking upstairs" 12 "meanTimeBodyGyroscopeMean-Y" -0.03797095185
"walking upstairs" 12 "meanTimeBodyGyroscopeMean-Z" 0.0903861765730508
"walking upstairs" 12 "meanTimeBodyGyroscopeStandardDeviation-X" -0.662605671844915
"walking upstairs" 12 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.645607851101695
"walking upstairs" 12 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.667772093194915
"walking upstairs" 12 "meanTimeGravityAccelerationMagnitudeMean" -0.425794459213559
"walking upstairs" 12 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.452639811590678
"walking upstairs" 12 "meanTimeGravityAccelerationMean-X" 0.586740658220339
"walking upstairs" 12 "meanTimeGravityAccelerationMean-Y" 0.143730357126271
"walking upstairs" 12 "meanTimeGravityAccelerationMean-Z" -0.0597390195025424
"walking upstairs" 12 "meanTimeGravityAccelerationStandardDeviation-X" -0.97150008059322
"walking upstairs" 12 "meanTimeGravityAccelerationStandardDeviation-Y" -0.964734199237288
"walking upstairs" 12 "meanTimeGravityAccelerationStandardDeviation-Z" -0.958150118474576
"walking upstairs" 13 "meanFrequencyBodyAccelerationJerkMean-X" -0.66008217407156
"walking upstairs" 13 "meanFrequencyBodyAccelerationJerkMean-Y" -0.603340489937615
"walking upstairs" 13 "meanFrequencyBodyAccelerationJerkMean-Z" -0.710831730361468
"walking upstairs" 13 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.649606227431844
"walking upstairs" 13 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.562129866937645
"walking upstairs" 13 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.744823539571865
"walking upstairs" 13 "meanFrequencyBodyAccelerationMagnitudeMean" -0.589928108599083
"walking upstairs" 13 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.665344858593272
"walking upstairs" 13 "meanFrequencyBodyAccelerationMean-X" -0.638817912651682
"walking upstairs" 13 "meanFrequencyBodyAccelerationMean-Y" -0.493467193137125
"walking upstairs" 13 "meanFrequencyBodyAccelerationMean-Z" -0.629736258731804
"walking upstairs" 13 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.620602036452599
"walking upstairs" 13 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.462584458627829
"walking upstairs" 13 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.599036895271407
"walking upstairs" 13 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.607295296423853
"walking upstairs" 13 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.617075473106453
"walking upstairs" 13 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.712054366504281
"walking upstairs" 13 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.733183567759939
"walking upstairs" 13 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.652225306544343
"walking upstairs" 13 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.691915161336391
"walking upstairs" 13 "meanFrequencyBodyGyroscopeMean-X" -0.65864242140581
"walking upstairs" 13 "meanFrequencyBodyGyroscopeMean-Y" -0.647152817899388
"walking upstairs" 13 "meanFrequencyBodyGyroscopeMean-Z" -0.620471226529052
"walking upstairs" 13 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.734657989051988
"walking upstairs" 13 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.650623558847401
"walking upstairs" 13 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.685774481529052
"walking upstairs" 13 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.625466938809174
"walking upstairs" 13 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.610248540269939
"walking upstairs" 13 "meanTimeBodyAccelerationJerkMean-X" 0.0794393034550306
"walking upstairs" 13 "meanTimeBodyAccelerationJerkMean-Y" 0.00387961953328135
"walking upstairs" 13 "meanTimeBodyAccelerationJerkMean-Z" -0.0123485923641621
"walking upstairs" 13 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.638889532599083
"walking upstairs" 13 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.569700547488012
"walking upstairs" 13 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.728452966311927
"walking upstairs" 13 "meanTimeBodyAccelerationMagnitudeMean" -0.539871637249541
"walking upstairs" 13 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.597230982062691
"walking upstairs" 13 "meanTimeBodyAccelerationMean-X" 0.275895876198777
"walking upstairs" 13 "meanTimeBodyAccelerationMean-Y" -0.0176504796070948
"walking upstairs" 13 "meanTimeBodyAccelerationMean-Z" -0.109135285550765
"walking upstairs" 13 "meanTimeBodyAccelerationStandardDeviation-X" -0.624844460199083
"walking upstairs" 13 "meanTimeBodyAccelerationStandardDeviation-Y" -0.448816097853364
"walking upstairs" 13 "meanTimeBodyAccelerationStandardDeviation-Z" -0.587230562129052
"walking upstairs" 13 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.712745036012232
"walking upstairs" 13 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.712056186747706
"walking upstairs" 13 "meanTimeBodyGyroscopeJerkMean-X" -0.0881182379434251
